
96,01-01-2006 12:01,051225,314,AMD_01,314,GeoChem,DualSoil, 60.0,Yellow 8K Gold, 0.0,White 8K Gold, 0.0,White 9K Gold, 0.0,,,  2.3482,  1.6356,  0.1412,  0.1399,< LOD,  0.0771,< LOD,  0.0338,< LOD,  0.0215,< LOD,  0.0043,< LOD,  0.0107,  2.4635,  0.0334,  1.3627,  0.0180,< LOD,  0.0107,< LOD,  0.0054,< LOD,  0.0062,  0.0600,  0.0051,< LOD,  0.0028,  0.0123,  0.0035,  0.0107,  0.0019,  0.0289,  0.0028,< LOD,  0.0007,< LOD,  0.0012,< LOD,  0.0013,  0.4193,  0.0056,< LOD,  0.0016,  0.0380,  0.0016,< LOD,  0.0023,< LOD,  0.0015,,,,,,,< LOD,  0.0037,< LOD,  0.0036,,,  0.0582,  0.0232,< LOD,  0.0070,,,  5.3319,  0.0775,< LOD,  0.0561,< LOD,  0.0554,< LOD,  0.0038,< LOD,  0.0034,< LOD,  0.0027,,,,,,,< LOD,  0.0020,< LOD,  0.0031,< LOD,  0.0007,< LOD,  0.0005,  0.0055,  0.0048,< LOD,  0.0045,< LOD,  0.0055,< LOD,  0.0104,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
97,01-01-2006 12:04,051225,315,AMD_01,315,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.8013,< LOD,  0.3099,  2.2565,  0.2060,  1.4122,  0.0846,< LOD,  0.0891, 72.9904,  0.7345,< LOD,  0.0111,  5.8905,  0.0537,  0.0213,  0.0075,  0.0282,  0.0060,< LOD,  0.0047,  0.1418,  0.0118,  4.8167,  0.0467,  0.2866,  0.0159,  0.6507,  0.0828,< LOD,  0.0406,  1.5739,  0.0694, 60.4939,  0.2266,  0.1628,  0.0326,< LOD,  0.0137,  0.1630,  0.0167,< LOD,  0.0300,  0.0507,  0.0085,< LOD,  0.0116,  0.0179,  0.0102,,,,,  0.0533,  0.0026,  1.3213,  0.0510,  0.1319,  0.0363,,,< LOD,  0.0222,  0.6364,  0.0577,,,< LOD,  0.2128,< LOD,  0.3150,  0.0287,  0.0143,  0.4034,  0.1078,< LOD,  0.0615,,,,,,,< LOD,  0.0055,< LOD,  0.0715,< LOD,  0.0346,< LOD,  0.0496, 53.6697,  0.4008,< LOD,  0.1016,< LOD,  0.0307,< LOD,  0.0633,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
98,01-01-2006 12:07,051225,316,AMD_01,316,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,, 13.7082,  4.9390,  0.6540,  0.3564,  5.3010,  0.2566,  1.1966,  0.0789,< LOD,  0.0442, 80.7287,  0.7671,  0.2069,  0.0148,  0.9574,  0.0279,  0.1246,  0.0084,< LOD,  0.0051,  0.0105,  0.0042,  0.0570,  0.0095,  1.0359,  0.0238,  0.0534,  0.0088,  0.1881,  0.0699,  0.2322,  0.0428,  0.3923,  0.0537,100.0000,  0.4512,  0.6460,  0.0399,< LOD,  0.0092,  0.0231,  0.0112,< LOD,  0.0114,< LOD,  0.0067,< LOD,  0.0157,< LOD,  0.0132,,,< LOD,  0.0012,  0.2949,  0.0063,  0.9753,  0.0569,< LOD,  0.0337,,,< LOD,  0.0212,  1.9288,  0.0926,,,< LOD,  0.2609,< LOD,  0.5894,  0.1344,  0.0365,  0.0210,  0.0117,< LOD,  0.0539,< LOD,  0.0802,,,,,,,< LOD,  0.0054,  0.4939,  0.0937,< LOD,  0.0417,< LOD,  0.0726,  0.3771,  0.0549,< LOD,  0.0330,< LOD,  0.0340,< LOD,  0.0722,Passed
99,01-01-2006 12:09,051225,317,AMD_01,317,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.1845,< LOD,  0.2925, 26.2143,  0.4809,  1.3922,  0.0782,  0.5932,  0.0563, 34.2908,  0.1496,< LOD,  0.0100,  3.6132,  0.0414,  0.0173,  0.0056,< LOD,  0.0035,  0.0064,  0.0034,  0.0755,  0.0080,  0.8433,  0.0180,  0.0286,  0.0049,  0.0455,  0.0041,  0.0554,  0.0031,  0.2448,  0.0059,  0.2019,  0.0035,< LOD,  0.0008,< LOD,  0.0008,  0.0055,  0.0011,  0.0056,  0.0012,  0.0013,  0.0007,< LOD,  0.0011,  0.2300,  0.0030,,,,,< LOD,  0.0028,< LOD,  0.0025,< LOD,  0.0028,,,< LOD,  0.0256,  0.8636,  0.0107,,,< LOD,  0.0211,< LOD,  0.0286,  0.1261,  0.0248,< LOD,  0.0063,< LOD,  0.0016,< LOD,  0.0028,,,,,,,< LOD,  0.0037,< LOD,  0.0031,< LOD,  0.0019,  0.0199,  0.0025,  0.1896,  0.0059,< LOD,  0.0029,< LOD,  0.0033,  0.0237,  0.0118,Passed
100,01-01-2006 12:12,051225,318,AMD_01,318,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,  4.6709,  4.5616,< LOD,  0.3337,  3.1443,  0.2253,  1.4821,  0.0921,  1.2538,  0.0716, 48.2687,  0.3876,  0.0205,  0.0121,  6.3399,  0.0564,  0.0207,  0.0074,< LOD,  0.0052,< LOD,  0.0044,  0.1204,  0.0114,  2.3117,  0.0346,  0.1563,  0.0140,  0.6142,  0.0433,  0.1536,  0.0191,  6.9567,  0.0853, 51.9510,  0.1342,  0.0694,  0.0119,< LOD,  0.0036,  0.0085,  0.0044,< LOD,  0.0048,< LOD,  0.0026,< LOD,  0.0063,  0.7368,  0.0153,,,< LOD,  0.0013,  0.1364,  0.0041,  0.3239,  0.0182,< LOD,  0.0116,,,< LOD,  0.0218,  1.4856,  0.0417,,,< LOD,  0.0832,< LOD,  0.1328,  0.1155,  0.0367,< LOD,  0.0114,< LOD,  0.0362,< LOD,  0.0426,,,,,,,< LOD,  0.0101,  0.1176,  0.0482,  0.0670,  0.0193,< LOD,  0.0312,  0.5767,  0.0320,< LOD,  0.0148,< LOD,  0.0130,  0.2291,  0.0594,Passed
101,01-01-2006 12:21,051225,319,AMD_01,319,GeoChem,DualSoil, 60.0,Yellow 8K Gold, 0.0,White 8K Gold, 0.0,White 9K Gold, 0.0,,,  2.7247,  1.6298,  0.1833,  0.1442,< LOD,  0.0799,< LOD,  0.0362,< LOD,  0.0227,< LOD,  0.0047,< LOD,  0.0114,  2.8675,  0.0361,  1.5594,  0.0198,< LOD,  0.0118,< LOD,  0.0059,< LOD,  0.0064,  0.0652,  0.0053,< LOD,  0.0028,  0.0117,  0.0032,  0.0114,  0.0018,  0.0285,  0.0026,< LOD,  0.0006,< LOD,  0.0011,< LOD,  0.0012,  0.4293,  0.0052,< LOD,  0.0015,  0.0392,  0.0015,< LOD,  0.0021,< LOD,  0.0014,,,,,< LOD,  0.0021,< LOD,  0.0033,< LOD,  0.0033,,,  0.0751,  0.0244,< LOD,  0.0046,,,  5.2724,  0.0718,< LOD,  0.0362,< LOD,  0.0601,< LOD,  0.0036,< LOD,  0.0019,< LOD,  0.0025,,,,,,,< LOD,  0.0022,< LOD,  0.0029,< LOD,  0.0007,< LOD,  0.0006,  0.0073,  0.0045,< LOD,  0.0043,< LOD,  0.0051,< LOD,  0.0096,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
102,01-01-2006 12:24,051225,320,AMD_01,320,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  3.1570,  2.0659,  0.4102,  6.2191,  0.2923,  1.2620,  0.0888,< LOD,  0.0521, 30.6322,  0.1460,  0.5656,  0.0213,  5.1320,  0.0526,  0.1015,  0.0100,< LOD,  0.0058,< LOD,  0.0060,  3.1498,  0.0426, 17.5409,  0.0818,  0.4476,  0.0248,  0.1409,  0.0130,  0.0248,  0.0039,  0.0101,  0.0024,  0.6112,  0.0075,< LOD,  0.0013,  0.0045,  0.0014,< LOD,  0.0016,  0.0032,  0.0017,  0.0032,  0.0011,< LOD,  0.0020,  0.0165,  0.0021,,,< LOD,  0.0010,< LOD,  0.0020,< LOD,  0.0020,< LOD,  0.0047,,,< LOD,  0.0197,  0.0241,  0.0074,,,< LOD,  0.0280,< LOD,  0.0519,< LOD,  0.0035,< LOD,  0.0022,< LOD,  0.0030,,,,,,,< LOD,  0.0015,< LOD,  0.0031,< LOD,  0.0027,< LOD,  0.0033,  0.0217,  0.0044,< LOD,  0.0046,< LOD,  0.0053,< LOD,  0.0121,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
103,01-01-2006 12:28,051225,321,AMD_01,321,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.7772,  1.2382,  0.3390,  5.3212,  0.2609,  1.9802,  0.0915,< LOD,  0.0537, 49.3605,  0.1913,  0.4488,  0.0181,  3.0516,  0.0403,  0.2865,  0.0105,< LOD,  0.0054,< LOD,  0.0041,  0.2953,  0.0137,  1.9543,  0.0272,  0.9803,  0.0236,  0.9125,  0.0228,  0.1697,  0.0071,  0.0191,  0.0033,  3.5550,  0.0162,  0.0113,  0.0019,  0.0054,  0.0014,  0.0071,  0.0016,< LOD,  0.0017,  0.0071,  0.0011,< LOD,  0.0023,  0.0481,  0.0024,,,< LOD,  0.0013,,,  0.0410,  0.0046,< LOD,  0.0041,,,< LOD,  0.0239,  0.1161,  0.0081,,,< LOD,  0.0314,< LOD,  0.0481,  0.2484,  0.0375,< LOD,  0.0069,< LOD,  0.0027,  0.0062,  0.0037,,,,,,,< LOD,  0.0023,< LOD,  0.0043,  0.0332,  0.0036,< LOD,  0.0056,  0.0726,  0.0064,< LOD,  0.0044,< LOD,  0.0049,< LOD,  0.0121,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
104,01-01-2006 12:31,051225,322,AMD_01,322,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.8956,  2.7217,  0.4015, 11.0070,  0.3385,  1.1403,  0.0786,  0.3252,  0.0544, 33.6070,  0.1531,  0.6906,  0.0211,  1.4738,  0.0303,  0.5278,  0.0130,< LOD,  0.0059,< LOD,  0.0044,  0.2443,  0.0132,  4.0771,  0.0400,  0.0938,  0.0120,  0.0338,  0.0077,  0.0476,  0.0048,  0.0515,  0.0050,  8.6881,  0.0301,  0.0275,  0.0027,  0.0050,  0.0015,  0.0077,  0.0018,  0.0040,  0.0019,  0.0104,  0.0014,< LOD,  0.0025,  0.0168,  0.0022,,,< LOD,  0.0013,  0.0328,  0.0026,  0.0116,  0.0042,< LOD,  0.0049,,,< LOD,  0.0221,  0.5351,  0.0146,,,< LOD,  0.0310,< LOD,  0.0769,< LOD,  0.0066,< LOD,  0.0041,< LOD,  0.0058,,,,,,,< LOD,  0.0030,  0.0208,  0.0068,  0.1591,  0.0056,  0.0240,  0.0072,  0.0468,  0.0064,< LOD,  0.0049,< LOD,  0.0058,< LOD,  0.0127,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Ce,Ce Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
105,01-01-2006 12:34,051225,323,AMD_01,323,GeoChem,DualSoil, 61.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  4.2953,  1.4881,  0.3784,  9.7636,  0.3220,  1.2125,  0.0803,  0.0669,  0.0513, 42.3937,  0.2843,  0.7274,  0.0212,  3.0550,  0.0397,  0.2723,  0.0103,< LOD,  0.0052,  0.0069,  0.0042,  0.2632,  0.0151,  2.9434,  0.0372,  0.2052,  0.0143,  0.2694,  0.0288,  0.2303,  0.0172,  0.1205,  0.0139, 39.9100,  0.1045,  0.1287,  0.0090,  0.0091,  0.0032,  0.0112,  0.0037,< LOD,  0.0037,  0.0074,  0.0025,< LOD,  0.0052,  0.0080,  0.0041,,,< LOD,  0.0012,  0.1156,  0.0038,  0.1143,  0.0120,< LOD,  0.0144,,,< LOD,  0.0199,  0.4943,  0.0249,,,< LOD,  0.0798,< LOD,  0.1739,  0.1115,  0.0339,  0.0099,  0.0092,< LOD,  0.0126,< LOD,  0.0180,,,,,,,< LOD,  0.0039,  0.0827,  0.0211,  0.1417,  0.0114,  0.0279,  0.0190,  0.0116,  0.0110,< LOD,  0.0104,< LOD,  0.0116,< LOD,  0.0254,Passed
106,01-01-2006 12:38,051225,324,AMD_01,324,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.8178,  0.7907,  0.3335,  3.6640,  0.2324,  1.8826,  0.0926,  2.6053,  0.0824, 49.4423,  0.1939,  0.1787,  0.0141,  6.1768,  0.0547,  0.1174,  0.0085,< LOD,  0.0049,< LOD,  0.0041,  0.2415,  0.0122,  5.6373,  0.0474,  0.1735,  0.0136,  0.0097,  0.0041,  0.0111,  0.0022,  0.0109,  0.0020,  0.2501,  0.0040,< LOD,  0.0010,  0.0030,  0.0011,  0.0188,  0.0017,  0.0027,  0.0015,  0.0060,  0.0010,< LOD,  0.0018,  0.0058,  0.0016,,,< LOD,  0.0012,,,< LOD,  0.0033,< LOD,  0.0039,,,  0.0259,  0.0220,  0.0213,  0.0061,,,< LOD,  0.0241,< LOD,  0.0616,  0.3008,  0.0358,< LOD,  0.0030,< LOD,  0.0030,< LOD,  0.0022,,,,,,,< LOD,  0.0016,< LOD,  0.0027,< LOD,  0.0020,< LOD,  0.0022,  0.0098,  0.0039,< LOD,  0.0037,< LOD,  0.0046,< LOD,  0.0097,Passed
107,01-01-2006 12:41,051225,325,AMD_01,325,GeoChem,DualSoil, 61.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.4032,  5.0588,  0.4222, 14.8651,  0.3674,  1.3737,  0.0763,  0.4312,  0.0515, 33.3219,  0.1288,  1.7276,  0.0287,  1.6929,  0.0298,  0.5748,  0.0122,  0.0080,  0.0053,< LOD,  0.0036,  0.1143,  0.0088,  2.2339,  0.0280,  0.0603,  0.0079,  0.0061,  0.0024,  0.0858,  0.0034,  0.0471,  0.0026,  0.2056,  0.0032,< LOD,  0.0007,  0.0107,  0.0010,  0.0053,  0.0009,  0.0024,  0.0011,  0.0101,  0.0008,< LOD,  0.0011,  0.0098,  0.0012,,,< LOD,  0.0015,,,< LOD,  0.0026,< LOD,  0.0027,,,< LOD,  0.0245,  0.0392,  0.0044,,,  0.0271,  0.0172,< LOD,  0.0414,  0.1204,  0.0288,< LOD,  0.0058,< LOD,  0.0013,< LOD,  0.0018,,,,,,,< LOD,  0.0023,< LOD,  0.0020,< LOD,  0.0015,< LOD,  0.0017,  0.0553,  0.0038,< LOD,  0.0026,< LOD,  0.0032,< LOD,  0.0068,Passed
108,01-01-2006 12:43,051225,326,AMD_01,326,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  3.4215,  2.7710,  0.3750, 10.8915,  0.3339,  1.4943,  0.0820,  0.2138,  0.0513, 33.8315,  0.1280,  0.7669,  0.0214,  5.7083,  0.0511,  0.3708,  0.0113,< LOD,  0.0053,< LOD,  0.0039,  0.1482,  0.0101,  3.7491,  0.0376,  0.0944,  0.0105,  0.0135,  0.0031,  0.0572,  0.0032,  0.0327,  0.0023,  0.2432,  0.0033,< LOD,  0.0007,  0.0058,  0.0009,  0.0224,  0.0013,  0.0021,  0.0011,  0.0103,  0.0008,< LOD,  0.0012,  0.0045,  0.0011,,,< LOD,  0.0014,,,  0.0099,  0.0025,< LOD,  0.0028,,,< LOD,  0.0240,  0.0222,  0.0043,,,< LOD,  0.0172,< LOD,  0.0293,  0.1574,  0.0311,< LOD,  0.0046,< LOD,  0.0013,< LOD,  0.0017,,,,,,,< LOD,  0.0020,< LOD,  0.0019,< LOD,  0.0017,< LOD,  0.0019,  0.0123,  0.0029,< LOD,  0.0026,< LOD,  0.0033,< LOD,  0.0069,Passed
109,01-01-2006 12:46,051225,327,AMD_01,327,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  3.2333,  0.3280,  0.3172,  0.6718,  0.1761,  2.4434,  0.0959,< LOD,  0.0576, 64.2185,  0.2145,  0.0552,  0.0117,< LOD,  0.0167,  0.1479,  0.0082,< LOD,  0.0050,  0.0072,  0.0040,  0.0773,  0.0071,  1.4104,  0.0212,  0.0792,  0.0086,  0.0021,  0.0020,  0.0225,  0.0017,  0.1131,  0.0037,  0.0583,  0.0016,< LOD,  0.0006,  0.0088,  0.0009,  0.0065,  0.0010,  0.0022,  0.0010,  0.0109,  0.0008,< LOD,  0.0012,  0.0050,  0.0010,,,< LOD,  0.0015,,,  0.0035,  0.0023,< LOD,  0.0025,,,< LOD,  0.0304,  0.0374,  0.0042,,,  0.0216,  0.0147,< LOD,  0.0275,  0.4679,  0.0407,< LOD,  0.0047,< LOD,  0.0021,< LOD,  0.0020,,,,,,,  0.0092,  0.0032,< LOD,  0.0023,< LOD,  0.0020,< LOD,  0.0020,  0.1104,  0.0047,< LOD,  0.0026,< LOD,  0.0030,< LOD,  0.0064,Passed
110,01-01-2006 12:49,051225,328,AMD_01,328,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  3.1686,  0.5542,  0.3260,  0.9265,  0.1796,  2.4027,  0.0965,< LOD,  0.0579, 61.6265,  0.2214,  0.0540,  0.0119,  0.2346,  0.0213,  0.1765,  0.0090,< LOD,  0.0052,  0.0072,  0.0043,  0.4628,  0.0158,  3.9693,  0.0359,  0.2001,  0.0136,  0.0113,  0.0039,  0.2184,  0.0061,  0.1817,  0.0058,  0.5115,  0.0052,< LOD,  0.0011,  0.0071,  0.0011,  0.0180,  0.0015,  0.0029,  0.0014,  0.0102,  0.0010,< LOD,  0.0019,  0.0127,  0.0015,,,< LOD,  0.0013,,,  0.0364,  0.0034,< LOD,  0.0033,,,< LOD,  0.0269,  0.1744,  0.0072,,,  0.0350,  0.0197,< LOD,  0.0356,  0.4240,  0.0410,< LOD,  0.0076,< LOD,  0.0019,< LOD,  0.0031,,,,,,,< LOD,  0.0032,< LOD,  0.0035,< LOD,  0.0026,< LOD,  0.0032,  0.1264,  0.0062,< LOD,  0.0035,< LOD,  0.0040,< LOD,  0.0087,Passed
111,01-01-2006 12:52,051225,329,AMD_01,329,GeoChem,DualSoil, 60.0,No Match, 0.0,,0.0,,0.0,,,< LOD,  2.5677,  1.4979,  0.3449,  6.0431,  0.2771,  1.5855,  0.0900,< LOD,  0.0671, 42.2123,  0.2374,  0.1813,  0.0142, 12.3177,  0.0739,  0.1337,  0.0088,< LOD,  0.0053,  0.0052,  0.0041,  0.4853,  0.0186,  2.8327,  0.0363,  0.0657,  0.0092,  0.0118,  0.0082,  0.0677,  0.0098,  0.8276,  0.0202,  2.6734,  0.0285,  0.0164,  0.0048,< LOD,  0.0028,  0.0934,  0.0045,< LOD,  0.0064,  0.0190,  0.0021,< LOD,  0.0029,< LOD,  0.0025,,,,,,,  0.0112,  0.0060,  0.0138,  0.0070,,,< LOD,  0.0187,  0.0401,  0.0105,,,< LOD,  0.0490,< LOD,  0.1078,  0.1681,  0.0330,< LOD,  0.0108,  0.0763,  0.0183,< LOD,  0.0116,,,,,,,< LOD,  0.0049,< LOD,  0.0132,  0.0210,  0.0063,  0.0176,  0.0093, 13.4296,  0.0875,< LOD,  0.0211,< LOD,  0.0081,< LOD,  0.0161,Passed


File #,DateTime,Name,ID,Field1,Field2,Application,Method,ElapsedTime,Alloy 1,Match Qual 1,Alloy 2,Match Qual 2,Alloy 3,Match Qual 3,Be,Be Err,MgO,MgO Err,Al2O3,Al2O3 Err,SiO2,SiO2 Err,P2O5,P2O5 Err,S,S Err,Cl,Cl Err,K2O,K2O Err,CaO,CaO Err,Ti,Ti Err,V,V Err,Cr,Cr Err,Mn,Mn Err,Fe,Fe Err,Co,Co Err,Ni,Ni Err,Cu,Cu Err,Zn,Zn Err,As,As Err,Se,Se Err,Rb,Rb Err,Sr,Sr Err,Y,Y Err,Zr,Zr Err,Nb,Nb Err,Mo,Mo Err,Ru,Ru Err,Rh,Rh Err,Pd,Pd Err,Ag,Ag Err,Cd,Cd Err,In,In Err,Sn,Sn Err,Sb,Sb Err,Te,Te Err,Ba,Ba Err,La,La Err,Hf,Hf Err,Ta,Ta Err,W,W Err,Re,Re Err,Os,Os Err,Ir,Ir Err,Pt,Pt Err,Au,Au Err,Hg,Hg Err,Tl,Tl Err,Pb,Pb Err,Bi,Bi Err,Th,Th Err,U,U Err,Cal Check
